stride_lines	stride_bytes	train_step	avg_ns
38	2432	28	181
38	2432	19	230
38	2432	14	190
38	2432	30	221
38	2432	40	228
38	2432	12	194
38	2432	32	111
38	2432	1	83
38	2432	29	86
38	2432	21	87
38	2432	36	101
38	2432	8	84
38	2432	6	87
38	2432	3	84
38	2432	2	85
38	2432	9	152
38	2432	34	174
38	2432	37	176
38	2432	26	179
38	2432	25	169
38	2432	24	85
38	2432	10	107
38	2432	18	85
33	2112	17	207
33	2112	39	208
33	2112	5	166
33	2112	27	174
33	2112	35	91
33	2112	7	84
33	2112	13	136
33	2112	23	84
33	2112	31	84
33	2112	4	86
33	2112	22	86
33	2112	15	206
33	2112	11	180
33	2112	16	217
33	2112	20	198
33	2112	38	203
33	2112	33	189
33	2112	28	221
33	2112	19	216
33	2112	14	204
33	2112	30	176
33	2112	40	235
33	2112	12	215
33	2112	32	213
33	2112	1	217
33	2112	29	232
33	2112	21	170
33	2112	36	192
33	2112	8	197
33	2112	6	215
33	2112	3	232
33	2112	2	185
33	2112	9	209
33	2112	34	215
33	2112	37	174
33	2112	26	183
33	2112	25	212
33	2112	24	233
33	2112	10	193
33	2112	18	228
41	2624	17	261
41	2624	39	247
41	2624	5	206
41	2624	27	176
41	2624	35	180
41	2624	7	183
41	2624	13	237
41	2624	23	220
41	2624	31	186
41	2624	4	196
41	2624	22	181
41	2624	15	189
41	2624	11	201
41	2624	16	179
41	2624	20	213
41	2624	38	223
41	2624	33	206
41	2624	28	188
41	2624	19	181
41	2624	14	225
41	2624	30	204
41	2624	40	255
41	2624	12	232
41	2624	32	211
41	2624	1	184
41	2624	29	171
41	2624	21	180
41	2624	36	188
41	2624	8	221
41	2624	6	242
41	2624	3	229
41	2624	2	240
41	2624	9	214
41	2624	34	220
41	2624	37	190
41	2624	26	198
41	2624	25	186
41	2624	24	167
41	2624	10	233
41	2624	18	214
46	2944	17	244
46	2944	39	218
46	2944	5	220
46	2944	27	220
46	2944	35	205
46	2944	7	248
46	2944	13	235
46	2944	23	197
46	2944	31	171
46	2944	4	206
46	2944	22	234
46	2944	15	211
46	2944	11	202
46	2944	16	230
46	2944	20	221
46	2944	38	223
46	2944	33	175
46	2944	28	179
46	2944	19	210
46	2944	14	231
46	2944	30	212
46	2944	40	289
46	2944	12	240
46	2944	32	240
46	2944	1	200
46	2944	29	214
46	2944	21	151
46	2944	36	85
46	2944	8	82
46	2944	6	86
46	2944	3	86
46	2944	2	85
46	2944	9	131
46	2944	34	182
46	2944	37	206
46	2944	26	214
46	2944	25	227
46	2944	24	235
46	2944	10	219
46	2944	18	140
45	2880	17	204
45	2880	39	210
45	2880	5	166
45	2880	27	161
45	2880	35	165
45	2880	7	161
45	2880	13	194
45	2880	23	191
45	2880	31	215
45	2880	4	235
45	2880	22	188
45	2880	15	183
45	2880	11	186
45	2880	16	191
45	2880	20	221
45	2880	38	177
45	2880	33	214
45	2880	28	240
45	2880	19	237
45	2880	14	197
45	2880	30	135
45	2880	40	85
45	2880	12	155
45	2880	32	86
45	2880	1	82
45	2880	29	85
45	2880	21	173
45	2880	36	198
45	2880	8	219
45	2880	6	186
45	2880	3	175
45	2880	2	223
45	2880	9	235
45	2880	34	187
45	2880	37	167
45	2880	26	85
45	2880	25	85
45	2880	24	84
45	2880	10	126
45	2880	18	87
13	832	17	91
13	832	39	91
13	832	5	87
13	832	27	83
13	832	35	106
13	832	7	82
13	832	13	83
13	832	23	81
13	832	31	82
13	832	4	83
13	832	22	82
13	832	15	86
13	832	11	86
13	832	16	84
13	832	20	86
13	832	38	86
13	832	33	85
13	832	28	84
13	832	19	84
